,score,word,sent,position,listener,talker,talker_gend,snr
4353,1,bright,18-04,4,NAM013,NWF136,F,0
4354,1,blue,18-04,5,NAM013,NWF136,F,0
4355,1,two,08-02,1,NWF146,NWM077,M,-4
4356,0,met,08-02,2,NWF146,NWM077,M,-4
4357,0,while,08-02,3,NWF146,NWM077,M,-4
4358,1,playing,08-02,4,NWF146,NWM077,M,-4
4359,1,sand,08-02,5,NWF146,NWM077,M,-4
4360,1,room,52-07,1,NAM013,NWM004,M,0
4361,1,crowded,52-07,2,NAM013,NWM004,M,0
4362,1,with,52-07,3,NAM013,NWM004,M,0
4363,1,wild,52-07,4,NAM013,NWM004,M,0
4364,0,mob,52-07,5,NAM013,NWM004,M,0
4365,1,put,68-02,1,NWF154,NWM005,M,0
4366,1,chart,68-02,2,NWF154,NWM005,M,0
4367,0,mantel,68-02,3,NWF154,NWM005,M,0
4368,0,tack,68-02,4,NWF154,NWM005,M,0
4369,1,down,68-02,5,NWF154,NWM005,M,0
4370,1,child,18-02,1,NAF014,NWF143,F,0
4371,1,almost,18-02,2,NAF014,NWF143,F,0
4372,1,hurt,18-02,3,NAF014,NWF143,F,0
4373,0,small,18-02,4,NAF014,NWF143,F,0
4374,0,dog,18-02,5,NAF014,NWF143,F,0
4375,1,six,61-09,1,NAM012,NWF136,F,-4
4376,0,comes,61-09,2,NAM012,NWF136,F,-4
4377,0,more,61-09,3,NAM012,NWF136,F,-4
4378,0,often,61-09,4,NAM012,NWF136,F,-4
4379,0,ten,61-09,5,NAM012,NWF136,F,-4
4380,1,lazy,05-05,1,NAF016,NWF008,F,2
4381,1,cow,05-05,2,NAF016,NWF008,F,2
4382,1,lay,05-05,3,NAF016,NWF008,F,2
4383,1,cool,05-05,4,NAF016,NWF008,F,2
4384,1,grass,05-05,5,NAF016,NWF008,F,2
4385,1,grand,07-08,1,NWF151,NWM085,M,-4
4386,0,season,07-08,2,NWF151,NWM085,M,-4
4387,1,hikes,07-08,3,NWF151,NWM085,M,-4
4388,0,on,07-08,4,NWF151,NWM085,M,-4
4389,0,road,07-08,5,NWF151,NWM085,M,-4
4390,1,islands,25-01,1,NAM014,NWM083,M,0
4391,1,sea,25-01,2,NAM014,NWM083,M,0
4392,1,breeze,25-01,3,NAM014,NWM083,M,0
4393,1,soft,25-01,4,NAM014,NWM083,M,0
4394,1,mild,25-01,5,NAM014,NWM083,M,0
4395,1,plead,37-05,1,NAM014,NWM081,M,2
4396,1,council,37-05,2,NAM014,NWM081,M,2
4397,0,free,37-05,3,NAM014,NWM081,M,2
4398,0,poor,37-05,4,NAM014,NWM081,M,2
4399,0,thief,37-05,5,NAM014,NWM081,M,2
4400,0,dull,60-07,1,NAM010,NWM084,M,-4
4401,1,stories,60-07,2,NAM010,NWM084,M,-4
4402,0,make,60-07,3,NAM010,NWM084,M,-4
4403,0,her,60-07,4,NAM010,NWM084,M,-4
4404,0,laugh,60-07,5,NAM010,NWM084,M,-4
4405,1,wrote,39-01,1,NAM006,NWF142,F,-2
4406,1,down,39-01,2,NAM006,NWF142,F,-2
4407,1,long,39-01,3,NAM006,NWF142,F,-2
4408,1,list,39-01,4,NAM006,NWF142,F,-2
4409,0,items,39-01,5,NAM006,NWF142,F,-2
4410,1,those,07-10,1,NWF148,NWF144,F,-4
4411,1,words,07-10,2,NWF148,NWF144,F,-4
4412,0,cue,07-10,3,NWF148,NWF144,F,-4
4413,0,actor,07-10,4,NWF148,NWF144,F,-4
4414,0,leave,07-10,5,NWF148,NWF144,F,-4
4415,1,white,56-09,1,NAF016,NWF136,F,-4
4416,1,silk,56-09,2,NAF016,NWF136,F,-4
4417,1,jacket,56-09,3,NAF016,NWF136,F,-4
4418,0,any,56-09,4,NAF016,NWF136,F,-4
4419,1,shoes,56-09,5,NAF016,NWF136,F,-4
4420,1,flaps,63-05,1,NAM013,NWF004,F,-4
4421,1,cape,63-05,2,NAM013,NWF004,F,-4
4422,0,she,63-05,3,NAM013,NWF004,F,-4
4423,0,parades,63-05,4,NAM013,NWF004,F,-4
4424,0,street,63-05,5,NAM013,NWF004,F,-4
4425,0,do,22-04,1,NAM011,NWF143,F,-2
4426,1,that,22-04,2,NAM011,NWF143,F,-2
4427,0,with,22-04,3,NAM011,NWF143,F,-2
4428,0,wooden,22-04,4,NAM011,NWF143,F,-2
4429,0,stick,22-04,5,NAM011,NWF143,F,-2
4430,1,mail,67-09,1,NAF013,NWF002,F,-2
4431,1,comes,67-09,2,NAF013,NWF002,F,-2
4432,1,three,67-09,3,NAF013,NWF002,F,-2
4433,0,batches,67-09,4,NAF013,NWF002,F,-2
4434,1,day,67-09,5,NAF013,NWF002,F,-2
4435,0,marsh,44-10,1,NWF146,NWM007,M,2
4436,1,freeze,44-10,2,NWF146,NWM007,M,2
4437,0,when,44-10,3,NWF146,NWM007,M,2
4438,1,cold,44-10,4,NWF146,NWM007,M,2
4439,0,enough,44-10,5,NWF146,NWM007,M,2
4440,1,pure,15-06,1,NAM013,NWF004,F,-4
4441,1,bred,15-06,2,NAM013,NWF004,F,-4
4442,1,poodles,15-06,3,NAM013,NWF004,F,-4
4443,1,have,15-06,4,NAM013,NWF004,F,-4
4444,1,curls,15-06,5,NAM013,NWF004,F,-4
4445,1,sun,39-10,1,NAM013,NWF136,F,-4
4446,1,came,39-10,2,NAM013,NWF136,F,-4
4447,1,light,39-10,3,NAM013,NWF136,F,-4
4448,1,eastern,39-10,4,NAM013,NWF136,F,-4
4449,0,sky,39-10,5,NAM013,NWF136,F,-4
4450,0,pile,65-08,1,NWF154,NWM086,M,-2
4451,0,coal,65-08,2,NWF154,NWM086,M,-2
4452,1,high,65-08,3,NWF154,NWM086,M,-2
4453,0,shed,65-08,4,NWF154,NWM086,M,-2
4454,0,corner,65-08,5,NWF154,NWM086,M,-2
4455,0,rope,05-07,1,NWM090,NWM079,M,-4
4456,0,bind,05-07,2,NWM090,NWM079,M,-4
4457,1,seven,05-07,3,NWM090,NWM079,M,-4
4458,0,books,05-07,4,NWM090,NWM079,M,-4
4459,0,once,05-07,5,NWM090,NWM079,M,-4
4460,1,child,57-02,1,NAM014,NWF139,F,0
4461,0,crawled,57-02,2,NAM014,NWF139,F,0
4462,0,into,57-02,3,NAM014,NWF139,F,0
4463,0,dense,57-02,4,NAM014,NWF139,F,0
4464,0,grass,57-02,5,NAM014,NWF139,F,0
4465,1,those,55-01,1,NAF013,NWF002,F,0
4466,1,last,55-01,2,NAF013,NWF002,F,0
4467,1,words,55-01,3,NAF013,NWF002,F,0
4468,1,strong,55-01,4,NAF013,NWF002,F,0
4469,1,statement,55-01,5,NAF013,NWF002,F,0
4470,1,desk,40-06,1,NAM010,NWF137,F,0
4471,1,was,40-06,2,NAM010,NWF137,F,0
4472,1,firm,40-06,3,NAM010,NWF137,F,0
4473,1,shaky,40-06,4,NAM010,NWF137,F,0
4474,1,floor,40-06,5,NAM010,NWF137,F,0
4475,1,gold,65-09,1,NWF153,NWM002,M,2
4476,1,vase,65-09,2,NWF153,NWM002,M,2
4477,1,both,65-09,3,NWF153,NWM002,M,2
4478,1,rare,65-09,4,NWF153,NWM002,M,2
4479,1,costly,65-09,5,NWF153,NWM002,M,2
4480,1,six,61-09,1,NAM010,NWF002,F,2
4481,1,comes,61-09,2,NAM010,NWF002,F,2
4482,1,more,61-09,3,NAM010,NWF002,F,2
4483,1,often,61-09,4,NAM010,NWF002,F,2
4484,1,ten,61-09,5,NAM010,NWF002,F,2
4485,1,dusty,51-04,1,NAM012,NWF143,F,0
4486,1,bench,51-04,2,NAM012,NWF143,F,0
4487,1,stood,51-04,3,NAM012,NWF143,F,0
4488,1,stone,51-04,4,NAM012,NWF143,F,0
4489,1,wall,51-04,5,NAM012,NWF143,F,0
4490,1,do,22-04,1,NAM012,NWM001,M,2
4491,1,that,22-04,2,NAM012,NWM001,M,2
4492,1,with,22-04,3,NAM012,NWM001,M,2
4493,1,wooden,22-04,4,NAM012,NWM001,M,2
4494,1,stick,22-04,5,NAM012,NWM001,M,2
4495,0,add,25-04,1,NWF153,NWF009,F,-4
4496,0,salt,25-04,2,NWF153,NWF009,F,-4
4497,0,before,25-04,3,NWF153,NWF009,F,-4
4498,0,fry,25-04,4,NWF153,NWF009,F,-4
4499,0,egg,25-04,5,NWF153,NWF009,F,-4
4500,1,fly,22-03,1,NAM012,NWF009,F,0
4501,1,made,22-03,2,NAM012,NWF009,F,0
4502,1,way,22-03,3,NAM012,NWF009,F,0
4503,1,along,22-03,4,NAM012,NWF009,F,0
4504,1,wall,22-03,5,NAM012,NWF009,F,0
4505,1,rope,05-07,1,NAF014,NWF142,F,0
4506,0,bind,05-07,2,NAF014,NWF142,F,0
4507,1,seven,05-07,3,NAF014,NWF142,F,0
4508,1,books,05-07,4,NAF014,NWF142,F,0
4509,1,once,05-07,5,NAF014,NWF142,F,0
4510,1,loss,22-02,1,NAF014,NWM084,M,-4
4511,1,second,22-02,2,NAF014,NWM084,M,-4
4512,1,ship,22-02,3,NAF014,NWM084,M,-4
4513,1,hard,22-02,4,NAF014,NWM084,M,-4
4514,1,take,22-02,5,NAF014,NWM084,M,-4
4515,0,horse,28-01,1,NWF154,NWF008,F,-4
4516,0,trotted,28-01,2,NWF154,NWF008,F,-4
4517,1,field,28-01,3,NWF154,NWF008,F,-4
4518,0,brisk,28-01,4,NWF154,NWF008,F,-4
4519,0,pace,28-01,5,NWF154,NWF008,F,-4
4520,1,speedy,16-02,1,NAM007,NWM002,M,0
4521,1,man,16-02,2,NAM007,NWM002,M,0
4522,1,beat,16-02,3,NAM007,NWM002,M,0
4523,1,track,16-02,4,NAM007,NWM002,M,0
4524,0,mark,16-02,5,NAM007,NWM002,M,0
4525,1,small,72-05,1,NWF146,NWF135,F,2
4526,1,children,72-05,2,NWF146,NWF135,F,2
4527,1,came,72-05,3,NWF146,NWF135,F,2
4528,1,see,72-05,4,NWF146,NWF135,F,2
4529,1,him,72-05,5,NWF146,NWF135,F,2
4530,1,waxed,24-09,1,NAM012,NWF137,F,-4
4531,0,floor,24-09,2,NAM012,NWF137,F,-4
4532,1,makes,24-09,3,NAM012,NWF137,F,-4
4533,0,lose,24-09,4,NAM012,NWF137,F,-4
4534,1,balance,24-09,5,NAM012,NWF137,F,-4
4535,1,man,50-01,1,NWM088,NWM084,M,0
4536,1,blue,50-01,2,NWM088,NWM084,M,0
4537,1,sweater,50-01,3,NWM088,NWM084,M,0
4538,1,sat,50-01,4,NWM088,NWM084,M,0
4539,1,desk,50-01,5,NWM088,NWM084,M,0
4540,1,baby,70-06,1,NWF152,NWM081,M,-4
4541,1,puts,70-06,2,NWF152,NWM081,M,-4
4542,0,right,70-06,3,NWF152,NWM081,M,-4
4543,0,foot,70-06,4,NWF152,NWM081,M,-4
4544,0,mouth,70-06,5,NWF152,NWM081,M,-4
4545,1,bring,14-06,1,NAM011,NWM082,M,2
4546,1,your,14-06,2,NAM011,NWM082,M,2
4547,1,problems,14-06,3,NAM011,NWM082,M,2
4548,1,wise,14-06,4,NAM011,NWM082,M,2
4549,1,chief,14-06,5,NAM011,NWM082,M,2
4550,0,heap,30-06,1,NAF013,NWF003,F,-2
4551,0,fallen,30-06,2,NAF013,NWF003,F,-2
4552,0,leaves,30-06,3,NAF013,NWF003,F,-2
4553,0,set,30-06,4,NAF013,NWF003,F,-2
4554,0,fire,30-06,5,NAF013,NWF003,F,-2
4555,0,wrote,55-02,1,NWF154,NWM004,M,0
4556,0,name,55-02,2,NWF154,NWM004,M,0
4557,0,boldly,55-02,3,NWF154,NWM004,M,0
4558,0,top,55-02,4,NWF154,NWM004,M,0
4559,0,sheet,55-02,5,NWF154,NWM004,M,0
4560,1,large,22-06,1,NAM012,NWM002,M,-4
4561,0,house,22-06,2,NAM012,NWM002,M,-4
4562,1,hot,22-06,3,NAM012,NWM002,M,-4
4563,1,water,22-06,4,NAM012,NWM002,M,-4
4564,0,taps,22-06,5,NAM012,NWM002,M,-4
4565,0,ripe,11-07,1,NAF015,NWF137,F,0
4566,1,taste,11-07,2,NAF015,NWF137,F,0
4567,1,cheese,11-07,3,NAF015,NWF137,F,0
4568,1,improves,11-07,4,NAF015,NWF137,F,0
4569,1,age,11-07,5,NAF015,NWF137,F,0
4570,1,beetle,52-10,1,NAM009,NWM083,M,2
4571,1,droned,52-10,2,NAM009,NWM083,M,2
4572,1,hot,52-10,3,NAM009,NWM083,M,2
4573,1,june,52-10,4,NAM009,NWM083,M,2
4574,1,sun,52-10,5,NAM009,NWM083,M,2
4575,1,takes,40-07,1,NAF013,NWF004,F,-2
4576,1,heat,40-07,2,NAF013,NWF004,F,-2
4577,1,bring,40-07,3,NAF013,NWF004,F,-2
4578,1,out,40-07,4,NAF013,NWF004,F,-2
4579,1,odor,40-07,5,NAF013,NWF004,F,-2
4580,0,pot,02-06,1,NAF013,NWM077,M,-4
4581,0,tea,02-06,2,NAF013,NWM077,M,-4
4582,0,helps,02-06,3,NAF013,NWM077,M,-4
4583,0,pass,02-06,4,NAF013,NWM077,M,-4
4584,0,evening,02-06,5,NAF013,NWM077,M,-4
4585,1,break,56-10,1,NAF010,NWF137,F,-4
4586,0,dam,56-10,2,NAF010,NWF137,F,-4
4587,1,almost,56-10,3,NAF010,NWF137,F,-4
4588,1,caused,56-10,4,NAF010,NWF137,F,-4
4589,0,flood,56-10,5,NAF010,NWF137,F,-4
4590,1,offered,49-05,1,NAF007,NWM055,M,2
4591,0,proof,49-05,2,NAF007,NWM055,M,2
4592,1,form,49-05,3,NAF007,NWM055,M,2
4593,1,large,49-05,4,NAF007,NWM055,M,2
4594,1,chart,49-05,5,NAF007,NWM055,M,2
4595,1,bad,70-02,1,NWF152,NWM079,M,0
4596,1,error,70-02,2,NWF152,NWM079,M,0
4597,1,part,70-02,3,NWF152,NWM079,M,0
4598,1,new,70-02,4,NWF152,NWM079,M,0
4599,1,judge,70-02,5,NWF152,NWM079,M,0
4600,0,cone,40-10,1,NAF014,NWM079,M,-2
4601,0,costs,40-10,2,NAF014,NWM079,M,-2
4602,0,five,40-10,3,NAF014,NWM079,M,-2
4603,0,cents,40-10,4,NAF014,NWM079,M,-2
4604,0,mondays,40-10,5,NAF014,NWM079,M,-2
4605,0,boss,13-03,1,NAM008,NWF142,F,-2
4606,0,ran,13-03,2,NAM008,NWF142,F,-2
4607,1,show,13-03,3,NAM008,NWF142,F,-2
4608,1,watchful,13-03,4,NAM008,NWF142,F,-2
4609,1,eye,13-03,5,NAM008,NWF142,F,-2
4610,1,horse,28-01,1,NWF148,NWM007,M,-2
4611,1,trotted,28-01,2,NWF148,NWM007,M,-2
4612,1,field,28-01,3,NWF148,NWM007,M,-2
4613,0,brisk,28-01,4,NWF148,NWM007,M,-2
4614,0,pace,28-01,5,NWF148,NWM007,M,-2
4615,1,lobes,58-08,1,NAM014,NWF144,F,0
4616,1,ears,58-08,2,NAM014,NWF144,F,0
4617,1,pierced,58-08,3,NAM014,NWF144,F,0
4618,1,hold,58-08,4,NAM014,NWF144,F,0
4619,0,rings,58-08,5,NAM014,NWF144,F,0
4620,1,round,57-06,1,NAM014,NWF140,F,2
4621,1,hole,57-06,2,NAM014,NWF140,F,2
4622,1,drilled,57-06,3,NAM014,NWF140,F,2
4623,1,thin,57-06,4,NAM014,NWF140,F,2
4624,1,board,57-06,5,NAM014,NWF140,F,2
4625,1,purple,32-09,1,NAF014,NWM080,M,2
4626,1,tie,32-09,2,NAF014,NWM080,M,2
4627,1,ten,32-09,3,NAF014,NWM080,M,2
4628,1,years,32-09,4,NAF014,NWM080,M,2
4629,1,old,32-09,5,NAF014,NWM080,M,2
4630,0,dusty,51-04,1,NWF152,NWF135,F,-4
4631,0,bench,51-04,2,NWF152,NWF135,F,-4
4632,0,stood,51-04,3,NWF152,NWF135,F,-4
4633,0,stone,51-04,4,NWF152,NWF135,F,-4
4634,0,wall,51-04,5,NWF152,NWF135,F,-4
4635,1,fight,31-10,1,NWF154,NWF133,F,2
4636,1,end,31-10,2,NWF154,NWF133,F,2
4637,1,just,31-10,3,NWF154,NWF133,F,2
4638,1,six,31-10,4,NWF154,NWF133,F,2
4639,1,minutes,31-10,5,NWF154,NWF133,F,2
4640,1,take,04-02,1,NAF011,NWF133,F,-2
4641,1,winding,04-02,2,NAF011,NWF133,F,-2
4642,1,path,04-02,3,NAF011,NWF133,F,-2
4643,1,reach,04-02,4,NAF011,NWF133,F,-2
4644,0,lake,04-02,5,NAF011,NWF133,F,-2
4645,0,dull,60-07,1,NWF152,NWF008,F,2
4646,1,stories,60-07,2,NWF152,NWF008,F,2
4647,1,make,60-07,3,NWF152,NWF008,F,2
4648,1,her,60-07,4,NWF152,NWF008,F,2
4649,1,laugh,60-07,5,NWF152,NWF008,F,2
4650,1,some,24-07,1,NAM011,NWM081,M,-2
4651,0,ads,24-07,2,NAM011,NWM081,M,-2
4652,1,serve,24-07,3,NAM011,NWM081,M,-2
4653,1,cheat,24-07,4,NAM011,NWM081,M,-2
4654,0,buyers,24-07,5,NAM011,NWM081,M,-2
4655,0,read,03-10,1,NWF154,NWM084,M,-4
4656,0,verse,03-10,2,NWF154,NWM084,M,-4
4657,0,out,03-10,3,NWF154,NWM084,M,-4
4658,0,loud,03-10,4,NWF154,NWM084,M,-4
4659,0,pleasure,03-10,5,NWF154,NWM084,M,-4
4660,1,crunch,33-05,1,NAM013,NWM055,M,-4
4661,1,feet,33-05,2,NAM013,NWM055,M,-4
4662,1,snow,33-05,3,NAM013,NWM055,M,-4
4663,1,only,33-05,4,NAM013,NWM055,M,-4
4664,1,sound,33-05,5,NAM013,NWM055,M,-4
4665,1,add,19-06,1,NAM014,NWF133,F,-2
4666,0,column,19-06,2,NAM014,NWF133,F,-2
4667,0,put,19-06,3,NAM014,NWF133,F,-2
4668,0,sum,19-06,4,NAM014,NWF133,F,-2
4669,0,here,19-06,5,NAM014,NWF133,F,-2
4670,0,sofa,16-10,1,NAF013,NWM078,M,0
4671,1,cushion,16-10,2,NAF013,NWM078,M,0
4672,1,red,16-10,3,NAF013,NWM078,M,0
4673,1,light,16-10,4,NAF013,NWM078,M,0
4674,1,weight,16-10,5,NAF013,NWM078,M,0
4675,0,he,71-08,1,NWF147,NWF009,F,-4
4676,0,sent,71-08,2,NWF147,NWF009,F,-4
4677,0,boy,71-08,3,NWF147,NWF009,F,-4
4678,0,short,71-08,4,NWF147,NWF009,F,-4
4679,0,errand,71-08,5,NWF147,NWF009,F,-4
4680,0,we,19-07,1,NWF152,NWM080,M,2
4681,1,admire,19-07,2,NWF152,NWM080,M,2
4682,1,love,19-07,3,NWF152,NWM080,M,2
4683,0,good,19-07,4,NWF152,NWM080,M,2
4684,0,cook,19-07,5,NWF152,NWM080,M,2
4685,0,pencil,23-01,1,NWF151,NWM005,M,-2
4686,1,black,23-01,2,NWF151,NWM005,M,-2
4687,0,lead,23-01,3,NWF151,NWM005,M,-2
4688,0,writes,23-01,4,NWF151,NWM005,M,-2
4689,1,best,23-01,5,NWF151,NWM005,M,-2
4690,1,empty,16-01,1,NWF154,NWM086,M,-2
4691,1,flask,16-01,2,NWF154,NWM086,M,-2
4692,0,stood,16-01,3,NWF154,NWM086,M,-2
4693,0,tin,16-01,4,NWF154,NWM086,M,-2
4694,0,tray,16-01,5,NWF154,NWM086,M,-2
4695,1,clothes,46-05,1,NAM006,NWF008,F,2
4696,1,dried,46-05,2,NAM006,NWF008,F,2
4697,1,thin,46-05,3,NAM006,NWF008,F,2
4698,1,wooden,46-05,4,NAM006,NWF008,F,2
4699,1,rack,46-05,5,NAM006,NWF008,F,2
4700,1,fly,22-03,1,NAM014,NWM080,M,2
4701,1,made,22-03,2,NAM014,NWM080,M,2
4702,1,way,22-03,3,NAM014,NWM080,M,2
4703,1,along,22-03,4,NAM014,NWM080,M,2
4704,1,wall,22-03,5,NAM014,NWM080,M,2
4705,1,white,56-09,1,NAM012,NWF002,F,2
4706,1,silk,56-09,2,NAM012,NWF002,F,2
4707,1,jacket,56-09,3,NAM012,NWF002,F,2
4708,0,any,56-09,4,NAM012,NWF002,F,2
4709,1,shoes,56-09,5,NAM012,NWF002,F,2
4710,1,junk,28-08,1,NAF008,NWF133,F,2
4711,1,yard,28-08,2,NAF008,NWF133,F,2
4712,1,had,28-08,3,NAF008,NWF133,F,2
4713,1,moldy,28-08,4,NAF008,NWF133,F,2
4714,1,smell,28-08,5,NAF008,NWF133,F,2
4715,1,bad,70-02,1,NAF013,NWF009,F,-2
4716,0,error,70-02,2,NAF013,NWF009,F,-2
4717,0,part,70-02,3,NAF013,NWF009,F,-2
4718,0,new,70-02,4,NAF013,NWF009,F,-2
4719,1,judge,70-02,5,NAF013,NWF009,F,-2
4720,1,streets,70-09,1,NAM013,NWM055,M,-2
4721,1,narrow,70-09,2,NAM013,NWM055,M,-2
4722,1,full,70-09,3,NAM013,NWM055,M,-2
4723,1,sharp,70-09,4,NAM013,NWM055,M,-2
4724,1,turns,70-09,5,NAM013,NWM055,M,-2
4725,1,place,06-09,1,NAM012,NWM083,M,2
4726,1,rosebush,06-09,2,NAM012,NWM083,M,2
4727,1,near,06-09,3,NAM012,NWM083,M,2
4728,1,porch,06-09,4,NAM012,NWM083,M,2
4729,1,steps,06-09,5,NAM012,NWM083,M,2
4730,1,wide,53-09,1,NAF014,NWF143,F,2
4731,1,grin,53-09,2,NAF014,NWF143,F,2
4732,1,earned,53-09,3,NAF014,NWF143,F,2
4733,1,many,53-09,4,NAF014,NWF143,F,2
4734,1,friends,53-09,5,NAF014,NWF143,F,2
4735,1,those,07-10,1,NWM088,NWF136,F,-2
4736,1,words,07-10,2,NWM088,NWF136,F,-2
4737,1,cue,07-10,3,NWM088,NWF136,F,-2
4738,0,actor,07-10,4,NWM088,NWF136,F,-2
4739,0,leave,07-10,5,NWM088,NWF136,F,-2
4740,1,put,68-02,1,NAF007,NWF004,F,2
4741,1,chart,68-02,2,NAF007,NWF004,F,2
4742,1,mantel,68-02,3,NAF007,NWF004,F,2
4743,0,tack,68-02,4,NAF007,NWF004,F,2
4744,1,down,68-02,5,NAF007,NWF004,F,2
4745,1,boy,02-01,1,NWF154,NWM082,M,0
4746,1,there,02-01,2,NWF154,NWM082,M,0
4747,1,when,02-01,3,NWF154,NWM082,M,0
4748,1,sun,02-01,4,NWF154,NWM082,M,0
4749,1,rose,02-01,5,NWF154,NWM082,M,0
4750,1,break,56-10,1,NWF152,NWM082,M,0
4751,1,dam,56-10,2,NWF152,NWM082,M,0
4752,0,almost,56-10,3,NWF152,NWM082,M,0
4753,1,caused,56-10,4,NWF152,NWM082,M,0
4754,1,flood,56-10,5,NWF152,NWM082,M,0
4755,0,try,34-06,1,NWF147,NWM002,M,-2
4756,0,trace,34-06,2,NWF147,NWM002,M,-2
4757,1,fine,34-06,3,NWF147,NWM002,M,-2
4758,1,lines,34-06,4,NWF147,NWM002,M,-2
4759,0,painting,34-06,5,NWF147,NWM002,M,-2
4760,0,type,13-01,1,NAF011,NWF009,F,-2
4761,1,out,13-01,2,NAF011,NWF009,F,-2
4762,1,three,13-01,3,NAF011,NWF009,F,-2
4763,1,lists,13-01,4,NAF011,NWF009,F,-2
4764,0,orders,13-01,5,NAF011,NWF009,F,-2
4765,1,take,70-04,1,NAF015,NWM001,M,-2
4766,1,match,70-04,2,NAF015,NWM001,M,-2
4767,1,strike,70-04,3,NAF015,NWM001,M,-2
4768,1,against,70-04,4,NAF015,NWM001,M,-2
4769,1,shoe,70-04,5,NAF015,NWM001,M,-2
4770,1,lazy,05-05,1,NAF011,NWF140,F,0
4771,1,cow,05-05,2,NAF011,NWF140,F,0
4772,1,lay,05-05,3,NAF011,NWF140,F,0
4773,0,cool,05-05,4,NAF011,NWF140,F,0
4774,1,grass,05-05,5,NAF011,NWF140,F,0
4775,0,walled,08-04,1,NAF016,NWF137,F,-2
4776,1,town,08-04,2,NAF016,NWF137,F,-2
4777,0,seized,08-04,3,NAF016,NWF137,F,-2
4778,0,without,08-04,4,NAF016,NWF137,F,-2
4779,0,fight,08-04,5,NAF016,NWF137,F,-2
4780,1,sunday,18-06,1,NWF154,NWM005,M,0
4781,1,best,18-06,2,NWF154,NWM005,M,0
4782,1,part,18-06,3,NWF154,NWM005,M,0
4783,1,of,18-06,4,NWF154,NWM005,M,0
4784,1,week,18-06,5,NWF154,NWM005,M,0
4785,1,torn,18-05,1,NWF152,NWM055,M,2
4786,1,scraps,18-05,2,NWF152,NWM055,M,2
4787,1,littered,18-05,3,NWF152,NWM055,M,2
4788,1,stone,18-05,4,NWF152,NWM055,M,2
4789,1,floor,18-05,5,NWF152,NWM055,M,2
4790,0,type,13-01,1,NWF153,NWM085,M,0
4791,0,out,13-01,2,NWF153,NWM085,M,0
4792,1,three,13-01,3,NWF153,NWM085,M,0
4793,1,lists,13-01,4,NWF153,NWM085,M,0
4794,1,orders,13-01,5,NWF153,NWM085,M,0
4795,1,fight,31-10,1,NAM010,NWF140,F,0
4796,0,end,31-10,2,NAM010,NWF140,F,0
4797,1,just,31-10,3,NAM010,NWF140,F,0
4798,1,six,31-10,4,NAM010,NWF140,F,0
4799,1,minutes,31-10,5,NAM010,NWF140,F,0
4800,1,drop,17-03,1,NAM013,NWM004,M,-2
4801,1,two,17-03,2,NAM013,NWM004,M,-2
4802,0,when,17-03,3,NAM013,NWM004,M,-2
4803,0,add,17-03,4,NAM013,NWM004,M,-2
4804,0,figures,17-03,5,NAM013,NWM004,M,-2
4805,0,mend,04-05,1,NAF007,NWM081,M,-4
4806,0,coat,04-05,2,NAF007,NWM081,M,-4
4807,0,before,04-05,3,NAF007,NWM081,M,-4
4808,0,go,04-05,4,NAF007,NWM081,M,-4
4809,0,out,04-05,5,NAF007,NWM081,M,-4
4810,1,large,22-06,1,NAF008,NWM081,M,0
4811,1,house,22-06,2,NAF008,NWM081,M,0
4812,0,hot,22-06,3,NAF008,NWM081,M,0
4813,0,water,22-06,4,NAF008,NWM081,M,0
4814,0,taps,22-06,5,NAF008,NWM081,M,0
4815,1,pour,36-01,1,NAF011,NWF008,F,0
4816,1,stew,36-01,2,NAF011,NWF008,F,0
4817,1,pot,36-01,3,NAF011,NWF008,F,0
4818,1,into,36-01,4,NAF011,NWF008,F,0
4819,1,plate,36-01,5,NAF011,NWF008,F,0
4820,1,throw,45-10,1,NAM010,NWM083,M,2
4821,1,used,45-10,2,NAM010,NWM083,M,2
4822,1,paper,45-10,3,NAM010,NWM083,M,2
4823,1,cup,45-10,4,NAM010,NWM083,M,2
4824,0,plate,45-10,5,NAM010,NWM083,M,2
4825,1,beach,34-02,1,NAM008,NWF142,F,-4
4826,1,dry,34-02,2,NAM008,NWF142,F,-4
4827,1,shallow,34-02,3,NAM008,NWF142,F,-4
4828,0,low,34-02,4,NAM008,NWF142,F,-4
4829,0,tide,34-02,5,NAM008,NWF142,F,-4
4830,1,choose,60-10,1,NWF149,NWF143,F,0
4831,1,between,60-10,2,NWF149,NWF143,F,0
4832,1,high,60-10,3,NWF149,NWF143,F,0
4833,1,road,60-10,4,NWF149,NWF143,F,0
4834,1,low,60-10,5,NWF149,NWF143,F,0
4835,0,raise,40-09,1,NAF015,NWF008,F,-2
4836,0,sail,40-09,2,NAF015,NWF008,F,-2
4837,1,steer,40-09,3,NAF015,NWF008,F,-2
4838,1,ship,40-09,4,NAF015,NWF008,F,-2
4839,0,northward,40-09,5,NAF015,NWF008,F,-2
4840,0,wood,17-06,1,NWF154,NWF008,F,-2
4841,1,best,17-06,2,NWF154,NWF008,F,-2
4842,0,making,17-06,3,NWF154,NWF008,F,-2
4843,0,toys,17-06,4,NWF154,NWF008,F,-2
4844,0,blocks,17-06,5,NWF154,NWF008,F,-2
4845,0,beam,31-03,1,NWF154,NWM005,M,-2
4846,0,dropped,31-03,2,NWF154,NWM005,M,-2
